"CODE","CLASS","Freq","FAMILY","%TOT","%AG"
236,"Dbl Crop WinWht/Sorghum",1659175,"DOUBLE-CROP",0.0192,0.11642
237,"Dbl Crop Barley/Corn",175378,"DOUBLE-CROP",0.002,0.01231
238,"Dbl Crop WinWht/Cotton",512597,"DOUBLE-CROP",0.0059,0.03597
240,"Dbl Crop Soybeans/Oats",111499,"DOUBLE-CROP",0.0013,0.00782
241,"Dbl Crop Corn/Soybeans",10535,"DOUBLE-CROP",1e-04,0.00074
242,"Blueberries",684410,"ERICACEAE",0.0079,0.04802
243,"Cabbage",79344,"BRASSICACEAE",9e-04,0.00557
244,"Cauliflower",7525,"BRASSICACEAE",1e-04,0.00053
245,"Celery",2317,"APIACEAE",0,0.00016
246,"Radishes",46171,"BRASSICACEAE",5e-04,0.00324
247,"Turnips",11891,"BRASSICACEAE",1e-04,0.00083
248,"Eggplants",1253,"SOLANACEAE",0,9e-05
249,"Gourds",3411,"CUCURBITACEAE",0,0.00024
250,"Cranberries",129780,"ERICACEAE",0.0015,0.00911
254,"Dbl Crop Barley/Soybeans",316259,"DOUBLE-CROP",0.0037,0.02219
